0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0232558 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00775194 0 0 0.00775194 0 0 0.0155039 0 0 0 0.00775194 0 0.00775194 0 0 0 0 0 0 0 0 0 0.00775194 0 0 0.0852713 0.0155039 0.0232558 0.0232558 0.186047 0 0.0465116 0.0542636 0.162791 0.00775194 0.00775194 0.0930233 0.0387597 0.00775194 0 0.00775194 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0155039 0.0155039 0 0 0.00775194 0 0.00775194 0.0155039 0.0310078 0 0.00775194 0.0232558 0.0310078 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00775194 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00704225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00704225 0.00704225 0 0 0.0140845 0 0 0.0140845 0 0.0140845 0 0.0140845 0.00704225 0.00704225 0 0 0 0 0 0 0 0.00704225 0 0 0 0 0 0 0 0.056338 0.0140845 0 0.028169 0.119718 0 0.028169 0.0492958 0.133803 0 0.0140845 0.112676 0.147887 0 0 0.0211268 0.0352113 0 0.00704225 0 0 0 0 0 0 0 0 0 0 0.0140845 0 0 0 0.028169 0 0.00704225 0.0140845 0.028169 0 0 0.00704225 0.028169 0 0 0 0 0 0 0 0 0.00704225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00793651 0 0 0.00793651 0.015873 0.00793651 0 0.00793651 0 0 0 0.00793651 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0714286 0.00793651 0.00793651 0.00793651 0.15873 0 0.015873 0.015873 0.15873 0.00793651 0.015873 0.0873016 0.230159 0 0.00793651 0.0396825 0.00793651 0 0 0 0 0 0 0 0 0 0 0 0 0.00793651 0 0 0 0 0 0.015873 0 0.0238095 0 0 0 0.031746 0 0 0.00793651 0.00793651 0 0 0 0.00793651 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0215054 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0107527 0.0107527 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0215054 0.0215054 0 0 0.0215054 0.0967742 0 0.0645161 0 0.0860215 0.16129 0.11828 0 0 0.0860215 0.0645161 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0107527 0 0 0.0537634 0.0537634 0 0 0.0107527 0.0322581 0.0322581 0 0 0.0215054 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0125786 0 0 0 0 0.00628931 0 0 0 0.0125786 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0188679 0 0.00628931 0.0125786 0.0754717 0.0125786 0.0566038 0.0251572 0.150943 0 0.100629 0.0566038 0.169811 0 0 0.00628931 0.0314465 0 0 0 0 0 0 0 0 0 0 0 0 0.0314465 0 0 0 0.0125786 0 0.0188679 0.0314465 0.0125786 0 0 0.0628931 0.0503145 0 0 0.00628931 0.0188679 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00505051 0 0 0 0.0252525 0 0 0 0.00505051 0 0.00505051 0.00505051 0 0 0 0 0 0 0 0 0 0 0 0 0.00505051 0 0 0 0.020202 0 0 0 0.00505051 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00505051 0 0.00505051 0.020202 0.010101 0.010101 0.00505051 0.00505051 0.0151515 0.010101 0.00505051 0.00505051 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.010101 0 0.00505051 0.0606061 0.0151515 0.0252525 0.020202 0.0858586 0.0151515 0.020202 0.010101 0.126263 0.00505051 0 0.0505051 0.0757576 0.010101 0.010101 0.020202 0.010101 0 0 0 0 0 0 0 0 0 0 0 0 0.0656566 0.00505051 0 0 0.0151515 0 0 0.010101 0.0707071 0.00505051 0 0.010101 0.020202 0 0.00505051 0.010101 0.020202 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.010101 0 0 0 0 0.00505051 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0.00387597 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00387597 0 0 0.0116279 0.00775194 0 0.00387597 0 0.00387597 0.00387597 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00387597 0 0 0 0 0 0 0 0.00387597 0.0193798 0.0193798 0 0.00387597 0 0 0 0.00387597 0 0 0 0 0 0 0 0 0 0.00387597 0 0 0.0542636 0 0.00775194 0.0116279 0.135659 0.00775194 0.0387597 0.0348837 0.120155 0 0.0271318 0.0542636 0.104651 0 0.0116279 0.0310078 0.0271318 0 0.00387597 0 0 0 0.00387597 0 0 0 0 0.00387597 0 0.0697674 0.0155039 0.00387597 0 0.0155039 0 0.0116279 0.0116279 0.0155039 0 0.00775194 0.0116279 0.0116279 0 0.00387597 0 0.0155039 0 0.00387597 0.00775194 0 0 0.00775194 0 0 0 0 0 0 0.00387597 0 0 0 0.00387597 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00387597 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00332226 0 0 0.00664452 0.00664452 0 0 0 0.00664452 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0166113 0.00664452 0.00996678 0 0.00996678 0.013289 0.00664452 0.00664452 0 0.00664452 0.00332226 0.00332226 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0365449 0.00332226 0.00332226 0.013289 0.0797342 0.0166113 0.00664452 0.0365449 0.172757 0.00996678 0.0265781 0.0930233 0.156146 0 0.00996678 0.0299003 0.0232558 0 0 0.00332226 0 0 0 0 0 0 0 0 0 0.0232558 0 0 0.00664452 0.0166113 0.00332226 0 0.00996678 0.013289 0 0.00664452 0.00664452 0.0431894 0 0 0.00996678 0.013289 0 0 0 0.00332226 0 0.00332226 0.00332226 0 0 0.00332226 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00664452 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0.00348432 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00348432 0 0.00696864 0 0 0 0.010453 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00696864 0.010453 0.00348432 0.00696864 0.00348432 0.00348432 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00348432 0.0209059 0 0.0139373 0.00696864 0.0662021 0.00348432 0.0174216 0.0383275 0.142857 0.00348432 0.0209059 0.0383275 0.167247 0 0.0209059 0.0243902 0.121951 0 0.00348432 0.00696864 0.010453 0 0.00348432 0 0 0 0 0.00348432 0 0.00696864 0.00348432 0.010453 0.00696864 0.0139373 0.00696864 0.010453 0.0174216 0.0383275 0 0.00348432 0.0174216 0.0209059 0.00348432 0.00696864 0.00696864 0.010453 0.00348432 0 0.00348432 0 0 0 0 0 0 0 0 0 0 0 0 0.00696864 0 0 0 0 0.00348432 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00847458 0 0 0 0 0.00847458 0 0 0 0.0169492 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0677966 0 0 0.0169492 0.135593 0 0 0.0423729 0.186441 0.00847458 0.00847458 0.118644 0.20339 0 0.00847458 0.0254237 0.0169492 0 0 0.00847458 0 0 0 0 0 0 0 0 0 0.0169492 0 0 0 0.00847458 0 0 0 0.0254237 0 0.00847458 0.0169492 0.0338983 0 0.00847458 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
