0.00854701 0 0 0 0.102564 0 0 0 0.0683761 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0213675 0 0 0 0.119658 0 0 0 0.0555556 0 0 0 0.0128205 0 0 0 0 0 0 0 0 0 0 0 0.017094 0 0 0 0.0470085 0.025641 0 0 0.0512821 0.042735 0 0 0.00854701 0 0 0 0 0 0 0 0 0 0 0 0.0042735 0 0.0042735 0 0.0512821 0.034188 0 0 0.034188 0.0769231 0 0 0.017094 0.017094 0 0 0.0042735 0 0 0 0 0 0 0 0 0 0 0 0 0.0042735 0 0 0.0213675 0.0128205 0.0128205 0 0.00854701 0.0299145 0.017094 0 0.0042735 0.0299145 0.0128205 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0042735 0 0 0 0.00854701 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00854701 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00492611 0 0 0 0.108374 0.00492611 0 0 0.0640394 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00985222 0.00985222 0 0.00492611 0.0689655 0.0197044 0.00985222 0.00985222 0.0492611 0.00985222 0 0 0.0147783 0 0.00492611 0 0 0 0 0 0.00985222 0 0.00492611 0 0 0 0.00492611 0 0.0295567 0.0640394 0.00985222 0 0.0344828 0.0492611 0.0295567 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00492611 0 0 0.00492611 0.0147783 0.0295567 0.0147783 0.00985222 0.0147783 0.0640394 0.0394089 0.00492611 0.0197044 0.0197044 0 0 0 0.00985222 0 0 0 0.00492611 0 0 0 0 0 0 0 0 0 0 0.00985222 0 0.0147783 0.0147783 0 0 0.0147783 0.00985222 0 0.0246305 0.00985222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00492611 0.00492611 0 0.00492611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0.0172084 0 0 0 0.0363289 0.00191205 0 0 0.00573614 0 0 0 0 0 0 0 0 0 0 0.00956023 0 0 0 0.0592734 0.00573614 0.00191205 0 0.105163 0.0191205 0.0114723 0 0.0114723 0.00382409 0 0 0 0 0 0 0 0 0 0 0.00382409 0.00573614 0 0 0.040153 0.00764818 0 0 0.0688337 0.040153 0 0 0.0152964 0.00573614 0 0 0 0 0 0 0 0 0 0 0.00382409 0.00191205 0.00191205 0 0.040153 0.0191205 0.00191205 0 0.0592734 0.0458891 0.00382409 0.00573614 0.0191205 0.0554493 0.0191205 0.0248566 0.00573614 0.0114723 0.00191205 0.00382409 0 0 0 0 0 0 0 0 0 0 0 0 0.0114723 0 0 0 0.0152964 0.0229446 0.00956023 0 0.00573614 0.0458891 0.0305927 0.0133843 0.00191205 0.00764818 0.0114723 0.0191205 0.00191205 0 0 0 0 0 0 0 0.00191205 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00456621 0 0 0 0.0821918 0 0 0 0.0639269 0 0 0 0 0 0.00456621 0 0 0 0 0 0 0 0 0.00913242 0 0.00456621 0 0.0958904 0 0.00456621 0.00456621 0.0502283 0.00913242 0 0.00456621 0.0136986 0.00913242 0 0 0.00913242 0.00913242 0 0 0.00456621 0 0 0 0.00913242 0 0 0 0.0273973 0.0593607 0 0 0.0410959 0.0821918 0.0273973 0.00456621 0.00913242 0.00456621 0.00456621 0 0.00456621 0.00456621 0 0 0.00913242 0 0 0 0.00456621 0.00456621 0 0 0.0228311 0.0228311 0.0182648 0 0.00456621 0.0639269 0.0365297 0.00456621 0.00456621 0.0182648 0.0136986 0 0.00913242 0.00456621 0.00456621 0 0.00456621 0 0 0.00456621 0 0 0 0 0 0.00456621 0 0 0.00913242 0 0.00913242 0 0 0.0228311 0.0136986 0 0 0.00456621 0 0.00456621 0 0 0 0 0 0 0 0 0.00456621 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00913242 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0.0124224 0 0 0 0.0414079 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00621118 0 0 0 0.057971 0.00207039 0 0 0.0910973 0.00828157 0.00621118 0 0.0144928 0.00621118 0.00207039 0 0 0 0 0 0 0 0 0 0.00207039 0 0 0 0.0559006 0.0124224 0 0 0.0662526 0.0186335 0.00414079 0 0.0165631 0.00207039 0 0 0 0 0 0 0 0 0 0 0.00828157 0 0 0 0.0331263 0.00621118 0 0 0.0455487 0.0496894 0.00207039 0.0414079 0.0227743 0.057971 0.0165631 0.0559006 0.00207039 0.0124224 0.00207039 0.00207039 0 0 0 0 0 0 0 0 0 0 0 0 0.00621118 0 0 0 0.0165631 0.0186335 0.00621118 0.00414079 0.00207039 0.0703934 0.0227743 0.0310559 0 0.00207039 0.010352 0.0248447 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.0140187 0.0046729 0 0 0.107477 0 0.0046729 0 0.0794393 0 0 0 0 0.00934579 0 0 0.0046729 0 0.0046729 0 0 0 0.0046729 0.0233645 0 0 0 0.0700935 0.0046729 0 0 0.0327103 0.0186916 0.0046729 0 0.0280374 0 0 0 0.0186916 0 0 0 0 0.0046729 0 0 0.0046729 0.0046729 0 0 0.0280374 0.00934579 0.0046729 0 0.0233645 0.0560748 0.00934579 0 0.00934579 0.0233645 0.0046729 0 0 0 0 0.0046729 0 0 0 0 0.00934579 0.0046729 0.0046729 0 0.0280374 0.0280374 0.0046729 0 0.0140187 0.0841121 0.0140187 0 0.0046729 0.0280374 0.0046729 0 0.0046729 0.0233645 0 0 0 0.0046729 0 0 0 0 0 0 0.0046729 0 0 0 0.0046729 0.0046729 0.0140187 0 0.0046729 0.00934579 0.0140187 0.00934579 0 0.0046729 0.0140187 0 0 0.0046729 0.0046729 0 0 0.0046729 0 0 0 0.0046729 0 0 0 0 0 0 0.0046729 0 0 0 0.0046729 0.0046729 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0.0179372 0 0 0 0.0538117 0.00224215 0 0 0.00672646 0 0 0 0 0 0 0 0 0 0 0.00672646 0 0 0 0.0874439 0.00224215 0 0 0.0695067 0.0201794 0.00896861 0 0.00896861 0.0112108 0.00224215 0 0 0 0 0 0 0 0 0 0.0044843 0.00224215 0 0 0.058296 0.0112108 0 0 0.058296 0.0269058 0.00224215 0 0.0134529 0.00224215 0 0 0 0 0 0 0 0 0 0 0.00896861 0 0 0 0.029148 0.0156951 0 0 0.058296 0.0627803 0 0.00224215 0.0201794 0.044843 0.0179372 0.0358744 0.00672646 0.00672646 0.00224215 0 0 0 0 0 0 0 0 0 0.00896861 0 0 0 0.00672646 0 0 0 0.0201794 0.00672646 0.0044843 0 0.00896861 0.0672646 0.00896861 0.0224215 0.0044843 0.0112108 0.0179372 0.0224215 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0.0231481 0 0 0 0.0393519 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0555556 0.00462963 0 0 0.0810185 0.0115741 0.00694444 0 0.00694444 0.00694444 0.00231481 0 0 0 0 0 0 0 0 0 0.00462963 0.00462963 0 0 0.0787037 0.0300926 0 0 0.101852 0.0300926 0 0 0.00231481 0.00231481 0 0 0 0 0 0 0 0 0 0 0.00231481 0 0 0 0.0532407 0.0138889 0 0 0.0787037 0.0324074 0 0 0.0486111 0.0509259 0.0185185 0.0185185 0 0.00231481 0 0 0 0 0 0 0 0 0 0 0.00462963 0 0 0 0.00694444 0.00462963 0 0 0.00462963 0.0277778 0.00231481 0 0.00925926 0.0578704 0.00694444 0.00925926 0.00231481 0.00462963 0.0185185 0.0231481 0 0 0.00231481 0.00231481 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0.00699301 0 0 0 0.04662 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004662 0 0 0 0.0652681 0.002331 0 0 0.0932401 0.013986 0.00699301 0 0.011655 0.004662 0 0 0 0 0 0 0 0 0 0 0.00699301 0.002331 0 0 0.0769231 0.016317 0.002331 0 0.137529 0.027972 0 0 0.004662 0 0 0 0 0 0 0 0 0 0 0 0.00699301 0.002331 0 0 0.0606061 0.00932401 0 0 0.0885781 0.0629371 0 0 0.034965 0.041958 0.013986 0.004662 0.002331 0.002331 0.002331 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00932401 0.004662 0 0 0.004662 0.025641 0.002331 0 0.004662 0.0512821 0 0.00932401 0 0 0.00699301 0.016317 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.00206612 0 0 0 0.0165289 0 0 0 0.0392562 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00413223 0 0 0 0.0516529 0.00619835 0 0 0.105372 0.0103306 0.00619835 0 0.0103306 0.00826446 0 0 0.00413223 0 0 0 0 0 0 0 0.00413223 0.00206612 0 0 0.0640496 0.0227273 0 0 0.088843 0.0165289 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00206612 0 0 0.0599174 0.0103306 0 0 0.072314 0.072314 0.00206612 0 0.0309917 0.0309917 0.0144628 0.00413223 0.00413223 0 0 0 0 0 0 0 0 0 0 0 0.00619835 0 0 0 0.00619835 0 0 0 0.0206612 0.0330579 0 0 0.00206612 0.0371901 0.0227273 0.018595 0.00826446 0.00413223 0.0123967 0.0289256 0.00413223 0.00206612 0.00826446 0.0103306 0 0 0 0.00206612 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00206612 0 0 0 0.00206612 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00206612 0 0 0 0 0 0 0 0 0 0 0 0 0 0
